epi_week_year,start,end,actual,ang mo kio,bedok,bishan,boon lay,bukit batok,bukit merah,bukit panjang,bukit timah,changi,choa chu kang,city,clementi,geylang,hougang,jurong east,jurong island,jurong west,kallang,lim chu kang,mandai,marine parade,novena,pasir ris,paya lebar,punggol,queenstown,seletar,sembawang,sengkang,sentosa,serangoon,sungei kadut,tampines,tanglin,tengah,toa payoh,tuas,woodlands,yishun
2019-W14,31/3/2019,6/4/2019,3/4/2019,12,13,0,2,0,0,6,0,4,16,0,0,9,11,0,0,1,2,0,0,21,0,0,0,0,0,0,4,0,0,2,0,0,0,0,9,0,66,4
2019-W15,7/4/2019,13/4/2019,9/4/2019,12,11,0,0,0,0,6,0,3,6,0,0,4,13,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,2,0,2,3,0,9,0,71,9
2019-W16,14/4/2019,20/4/2019,16/4/2019,18,28,0,0,0,0,0,0,3,0,0,0,12,13,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,52,9
2019-W17,21/4/2019,27/4/2019,23/4/2019,26,32,0,0,0,0,0,0,0,0,0,0,1,23,0,0,2,2,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,84,9
2019-W18,28/4/2019,4/5/2019,29/4/2019,25,33,0,0,0,0,0,0,0,2,0,0,13,14,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,2,0,0,0,0,4,0,105,12
2019-W19,5/5/2019,11/5/2019,6/5/2019,19,67,6,0,0,0,0,0,2,0,0,0,21,19,0,0,0,2,0,0,13,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,123,11
2019-W20,12/5/2019,18/5/2019,13/5/2019,33,101,9,0,0,0,0,0,9,3,0,0,49,26,0,0,2,8,0,0,18,0,0,0,0,2,2,1,0,0,2,0,4,0,0,7,0,194,12
2019-W21,19/5/2019,25/5/2019,22/5/2019,11,185,21,0,0,0,2,0,11,14,0,0,78,40,3,0,11,9,0,0,29,0,2,0,2,0,0,3,0,0,10,0,0,0,0,16,0,275,15
2019-W22,26/5/2019,1/6/2019,27/5/2019,17,180,29,2,0,0,2,2,11,23,0,0,103,52,6,0,14,11,0,0,29,1,3,0,3,0,0,4,3,0,10,0,0,0,0,15,0,300,18
2019-W23,2/6/2019,8/6/2019,3/6/2019,28,235,46,0,0,2,0,0,7,17,0,0,145,74,14,0,19,16,0,0,45,2,8,1,0,2,0,4,4,0,15,0,8,0,0,34,0,361,21
2019-W24,9/6/2019,15/6/2019,10/6/2019,26,271,61,0,0,0,0,3,8,30,2,3,167,59,18,0,25,23,0,0,69,4,10,0,0,1,0,3,3,0,18,0,13,0,0,44,2,407,19
2019-W25,16/6/2019,22/6/2019,19/6/2019,38,304,92,2,0,0,0,0,10,39,4,7,224,84,33,0,46,35,0,0,96,5,24,2,6,2,0,7,1,0,17,0,27,2,0,39,0,450,27
2019-W26,23/6/2019,29/6/2019,26/6/2019,34,312,105,11,2,2,0,0,8,40,5,2,248,69,37,0,36,22,0,0,86,9,52,2,6,2,0,2,0,0,2,0,36,2,0,38,0,430,28
2019-W27,30/6/2019,6/7/2019,2/7/2019,35,373,120,14,0,5,2,0,9,51,6,0,270,76,40,0,13,22,0,0,95,18,69,3,12,7,0,2,6,0,6,0,59,0,0,24,0,444,10
2019-W28,7/7/2019,13/7/2019,8/7/2019,21,438,137,22,9,4,6,0,12,59,8,0,340,86,49,0,16,47,0,0,103,20,102,3,8,8,5,3,7,0,6,0,56,0,0,45,0,287,10
2019-W29,14/7/2019,20/7/2019,16/7/2019,31,533,174,31,6,8,4,2,19,85,16,0,440,110,67,0,12,58,0,2,144,26,139,3,7,18,18,0,10,0,4,4,71,0,0,88,0,229,9
2019-W30,21/7/2019,27/7/2019,26/7/2019,54,485,78,46,17,2,9,4,35,108,24,2,454,133,85,0,20,77,0,2,104,13,187,7,0,41,31,3,6,0,11,0,45,17,0,75,0,76,14
2019-W31,28/7/2019,3/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-W32,4/8/2019,10/8/2019,8/8/2019,87,400,123,5,26,5,10,6,40,178,30,0,260,146,83,0,25,74,0,0,108,10,212,4,5,54,40,6,4,1,11,0,64,14,0,93,0,89,17
2019-W33,11/8/2019,17/8/2019,16/8/2019,98,396,142,9,31,0,11,8,46,214,36,3,249,135,91,0,12,62,0,0,115,6,207,4,9,63,50,0,4,1,7,0,68,25,0,110,0,75,24
2019-W34,18/8/2019,24/8/2019,23/8/2019,113,237,166,11,34,0,13,4,46,248,35,0,223,129,2,0,16,71,0,0,118,7,76,0,16,70,56,4,4,3,12,2,83,26,0,137,0,19,22
2019-W35,25/8/2019,31/8/2019,30/8/2019,132,186,195,0,42,2,15,5,4,271,9,1,200,144,3,0,12,38,0,0,80,3,104,0,24,84,43,3,8,3,13,2,34,31,0,102,0,17,21
2019-W36,1/9/2019,7/9/2019,6/9/2019,110,162,225,0,19,2,3,4,0,271,5,4,38,166,3,0,9,34,0,1,72,9,105,1,22,78,1,7,13,3,20,0,24,45,0,113,0,22,3
2019-W37,8/9/2019,14/9/2019,13/9/2019,102,136,143,0,21,0,6,2,4,264,5,4,43,166,4,0,6,44,0,0,42,6,114,0,30,87,3,0,12,0,22,0,43,45,0,31,0,26,0
2019-W38,15/9/2019,21/9/2019,20/9/2019,117,174,158,0,23,0,13,0,3,152,5,2,28,178,7,0,19,42,0,0,54,0,39,0,39,94,3,2,16,4,26,0,63,41,0,38,0,24,3
2019-W39,22/9/2019,28/9/2019,27/9/2019,111,189,174,0,8,2,19,2,4,145,0,0,25,102,4,0,23,34,0,0,54,5,51,0,46,0,9,8,9,5,29,0,70,5,0,41,0,27,5
2019-W40,29/9/2019,5/10/2019,4/10/2019,22,190,123,0,0,2,26,4,2,154,0,3,17,6,7,0,26,41,0,0,60,0,27,0,41,6,9,11,12,7,28,0,64,8,0,46,0,22,2
2019-W41,6/10/2019,12/10/2019,11/10/2019,45,203,45,2,0,0,30,4,4,150,0,4,18,6,5,0,24,40,0,0,33,0,28,0,50,2,8,6,12,7,12,0,41,4,0,45,0,2,0
2019-W42,13/10/2019,19/10/2019,18/10/2019,47,221,5,2,0,0,9,0,4,161,0,6,14,9,6,0,34,49,0,0,38,0,49,0,57,2,23,12,18,7,15,0,41,0,0,4,0,6,2
2019-W43,20/10/2019,26/10/2019,25/10/2019,25,94,9,0,0,0,14,0,4,149,0,3,0,15,13,0,33,10,0,0,53,0,57,0,55,1,48,9,26,9,9,0,23,0,0,7,0,2,6
2019-W44,27/10/2019,2/11/2019,1/11/2019,18,106,12,0,9,0,27,1,7,153,0,0,0,16,19,0,38,11,0,0,37,3,65,0,68,1,62,10,30,9,13,3,22,3,0,7,0,5,0
2019-W45,3/11/2019,9/11/2019,8/11/2019,28,122,25,0,8,4,15,1,7,175,0,4,9,21,34,0,61,16,0,0,56,0,76,0,38,0,89,10,6,9,18,0,2,5,0,7,0,1,2
2019-W46,10/11/2019,16/11/2019,15/11/2019,32,142,24,4,4,2,33,2,3,176,0,5,10,30,44,0,89,19,0,0,62,0,81,0,42,2,150,0,8,9,20,0,7,5,0,5,0,9,0
2019-W47,17/11/2019,23/11/2019,22/11/2019,49,81,10,5,7,0,38,0,3,194,0,5,12,41,48,0,103,6,0,0,67,0,98,0,54,1,195,0,11,0,18,0,9,5,0,3,0,5,0
2019-W48,24/11/2019,30/11/2019,29/11/2019,46,98,17,0,2,2,32,0,3,192,0,11,9,58,52,0,125,10,0,0,67,0,119,0,63,4,246,0,14,0,26,0,8,0,0,0,0,4,0
2019-W49,1/12/2019,7/12/2019,6/12/2019,56,100,11,0,3,2,32,0,0,192,0,8,5,76,53,0,109,14,0,0,78,0,134,0,49,5,286,0,15,0,32,0,0,0,0,7,3,0,2
2019-W50,8/12/2019,14/12/2019,13/12/2019,68,49,14,0,8,2,56,2,2,200,2,8,8,78,54,0,19,16,0,0,50,0,144,0,2,8,313,0,4,0,33,0,5,0,0,2,0,2,5
2019-W51,15/12/2019,21/12/2019,20/12/2019,85,51,3,3,8,3,69,2,0,204,3,9,0,53,7,0,23,12,0,0,51,0,159,0,2,8,310,4,7,0,24,0,8,2,0,0,0,6,8
2019-W52,22/12/2019,28/12/2019,27/12/2019,82,40,2,3,13,0,77,1,0,209,2,2,0,62,4,0,29,19,0,0,51,0,119,0,7,6,323,2,13,0,30,0,0,3,0,0,0,7,13
2020-W01,29/12/2019,4/1/2020,3/1/2020,54,62,5,0,13,2,74,1,2,218,0,3,0,70,15,0,31,38,0,0,52,0,123,5,12,14,329,4,18,0,26,0,4,4,0,2,0,23,13
2020-W02,5/1/2020,11/1/2020,10/1/2020,84,73,7,0,15,5,86,3,2,20,1,7,7,67,15,0,50,62,0,0,64,4,132,6,7,9,284,0,18,0,39,0,3,4,0,9,0,23,20
2020-W03,12/1/2020,18/1/2020,17/1/2020,125,77,7,1,11,6,96,3,2,14,1,7,16,74,12,0,48,70,0,0,71,3,135,7,4,7,299,0,20,0,52,0,9,4,0,13,2,16,22
2020-W04,19/1/2020,25/1/2020,24/1/2020,168,87,0,1,17,4,87,1,2,10,2,4,14,45,12,0,32,86,0,0,59,3,2,11,5,5,304,6,32,0,68,3,7,8,0,19,0,24,31
2020-W05,26/1/2020,1/2/2020,31/1/2020,192,87,2,0,20,0,7,2,4,3,5,2,19,45,10,0,43,96,0,0,70,1,0,0,12,8,223,2,35,0,70,0,2,10,0,13,3,35,45
2020-W06,2/2/2020,8/2/2020,7/2/2020,243,81,4,0,33,2,11,12,0,14,7,6,29,56,2,0,64,108,0,0,61,4,1,0,21,6,87,0,38,0,86,0,0,7,0,17,0,45,48
2020-W07,9/2/2020,15/2/2020,14/2/2020,254,23,5,2,36,0,31,16,0,16,9,14,19,46,4,0,95,107,0,0,59,3,1,0,22,7,89,0,48,0,99,0,9,10,0,7,0,53,49
2020-W08,16/2/2020,22/2/2020,21/2/2020,269,31,11,0,28,6,44,13,1,23,12,16,24,68,5,0,132,120,0,0,84,4,0,0,26,7,89,0,60,0,109,0,1,14,0,6,0,51,9
2020-W09,23/2/2020,29/2/2020,28/2/2020,298,27,9,2,39,10,49,13,0,38,15,12,28,78,13,0,157,130,0,0,90,13,3,0,26,2,87,0,68,0,85,0,9,23,0,6,0,8,3
2020-W10,1/3/2020,7/3/2020,6/3/2020,269,29,5,2,31,0,42,2,0,55,7,16,45,93,9,0,198,50,0,0,111,20,0,0,8,0,94,0,31,0,95,0,7,30,0,0,0,15,0
2020-W11,8/3/2020,14/3/2020,13/3/2020,254,40,7,0,56,4,38,7,0,68,15,2,60,111,2,0,219,65,0,0,134,21,0,0,0,4,92,0,15,0,114,0,5,33,0,7,0,24,0
2020-W12,15/3/2020,21/3/2020,20/3/2020,185,33,8,0,52,0,50,4,2,105,12,2,81,85,3,0,248,43,0,0,113,20,0,0,8,0,7,0,23,0,112,0,5,38,0,10,0,17,5
2020-W13,22/3/2020,28/3/2020,27/3/2020,188,12,9,2,27,0,20,10,4,125,19,0,111,109,0,0,245,58,0,0,105,22,0,0,12,1,13,4,27,0,45,0,13,52,0,15,0,23,11
2020-W14,29/3/2020,4/4/2020,3/4/2020,78,18,15,2,34,0,21,24,7,149,20,3,127,107,3,0,253,36,0,0,100,19,4,2,11,0,17,5,16,0,46,0,19,47,0,27,0,29,23
2020-W15,5/4/2020,11/4/2020,9/4/2020,105,17,15,0,36,0,21,31,8,154,8,0,128,129,2,0,258,32,0,0,63,0,3,2,15,0,20,5,15,1,48,2,20,0,0,37,0,31,21
2020-W16,12/4/2020,18/4/2020,17/4/2020,80,36,2,0,53,0,19,49,3,153,4,0,62,123,5,0,263,25,0,0,85,10,0,0,21,0,6,1,15,1,28,3,7,0,0,40,0,41,30
2020-W17,19/4/2020,25/4/2020,24/4/2020,108,48,8,0,65,2,20,62,9,157,2,0,76,104,6,0,86,36,0,0,118,6,2,0,11,0,10,5,13,1,46,0,18,5,0,70,2,53,31
2020-W18,26/4/2020,2/5/2020,30/4/2020,135,46,24,0,80,0,22,68,6,158,2,0,83,109,8,0,87,30,0,0,142,6,2,0,12,0,12,3,13,2,24,0,30,5,0,83,5,39,40
2020-W19,3/5/2020,9/5/2020,8/5/2020,137,38,36,0,91,4,9,74,3,157,2,3,86,74,6,0,80,10,0,0,163,2,0,0,0,3,18,4,6,0,38,3,51,8,0,103,10,47,39
2020-W20,10/5/2020,16/5/2020,15/5/2020,184,41,37,0,105,2,12,89,6,173,8,3,126,109,6,0,80,20,0,0,201,2,0,0,3,3,7,10,0,0,65,0,92,12,0,193,2,54,47
2020-W21,17/5/2020,23/5/2020,22/5/2020,239,37,49,2,115,0,9,105,5,31,15,2,138,109,0,0,83,35,0,0,214,9,0,0,10,5,7,15,4,0,71,0,120,20,0,263,2,56,56
2020-W22,24/5/2020,30/5/2020,29/5/2020,279,50,64,0,119,5,22,120,7,40,21,3,160,125,2,0,2,51,0,0,224,24,0,0,12,2,7,16,9,0,121,0,134,38,0,336,2,76,62
2020-W23,31/5/2020,6/6/2020,5/6/2020,325,87,74,0,112,6,29,80,6,39,34,0,213,115,2,0,8,71,0,0,278,38,2,0,4,4,11,22,5,3,199,0,130,63,0,473,6,59,22
2020-W24,7/6/2020,13/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W25,14/6/2020,20/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W26,21/6/2020,27/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W27,28/6/2020,4/7/2020,3/7/2020,373,439,92,0,182,22,232,39,23,73,171,10,672,394,2,0,28,391,0,0,645,139,21,4,50,5,21,42,11,6,461,0,203,150,0,868,2,154,21
2020-W28,5/7/2020,11/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W29,12/7/2020,18/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W30,19/7/2020,25/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W31,26/7/2020,1/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W32,2/8/2020,8/8/2020,7/8/2020,678,864,145,4,153,53,338,104,43,80,333,4,1308,484,3,22,47,936,0,0,1263,181,62,16,90,119,41,79,40,2,682,0,265,312,0,683,0,256,87
2020-W33,9/8/2020,15/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W34,16/8/2020,22/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W35,23/8/2020,29/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W36,30/8/2020,5/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W37,6/9/2020,12/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W38,13/9/2020,19/9/2020,18/9/2020,463,920,179,8,148,67,350,137,50,67,217,35,916,357,12,0,103,471,0,6,974,124,84,4,36,166,43,21,53,0,237,0,136,469,0,217,0,311,63
2020-W39,20/9/2020,26/9/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W40,27/9/2020,3/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W41,4/10/2020,10/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W42,11/10/2020,17/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W43,18/10/2020,24/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W44,25/10/2020,31/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-W45,1/11/2020,7/11/2020,6/11/2020,22,231,12,11,50,93,12,54,8,23,26,2,8,56,5,0,84,104,0,0,95,44,240,3,11,6,45,32,79,0,7,0,228,9,0,147,0,82,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
